,NUM_AGE,TEXT_BANK,TARGET,COUNT
469,36,"mBank S.A., organizační složka",0,4.0
470,36,"mBank S.A., organizační složka",1,0.0
471,36,"Československá obchodní banka, a.s.",0,8.0
472,36,"Československá obchodní banka, a.s.",1,1.0
473,36,"Česká spořitelna, a.s.",0,31.0
474,36,"Česká spořitelna, a.s.",1,6.0
475,37,Air Bank a.s.,0,11.0
476,37,Air Bank a.s.,1,0.0
477,37,"BNP Paribas Personal Finance SA, odštěpný závod",0,0.0
478,37,"BNP Paribas Personal Finance SA, odštěpný závod",1,0.0
479,37,Banka CREDITAS a.s.,0,0.0
480,37,Equa bank a.s.,0,4.0
481,37,Equa bank a.s.,1,2.0
482,37,"Fio banka, a.s.",0,5.0
483,37,"Fio banka, a.s.",1,1.0
484,37,"Komerční banka, a.s.",0,9.0
485,37,"Komerční banka, a.s.",1,0.0
486,37,"MONETA Money Bank, a.s.",0,13.0
487,37,"MONETA Money Bank, a.s.",1,0.0
488,37,Raiffeisenbank a.s.,0,3.0
489,37,Raiffeisenbank a.s.,1,0.0
490,37,"Sberbank CZ, a.s.",0,1.0
491,37,"UniCredit Bank Czech Republic and Slovakia, a.s.",0,4.0
492,37,"UniCredit Bank Czech Republic and Slovakia, a.s.",1,0.0
493,37,Waldviertler Sparkasse Bank AG,0,0.0
494,37,"mBank S.A., organizační složka",0,1.0
495,37,"mBank S.A., organizační složka",1,0.0
496,37,"Československá obchodní banka, a.s.",0,8.0
497,37,"Československá obchodní banka, a.s.",1,0.0
498,37,"Česká spořitelna, a.s.",0,14.0
499,37,"Česká spořitelna, a.s.",1,1.0
500,38,Air Bank a.s.,0,8.0
501,38,Air Bank a.s.,1,0.0
502,38,"BNP Paribas Personal Finance SA, odštěpný závod",0,0.0
503,38,"BNP Paribas Personal Finance SA, odštěpný závod",1,0.0
504,38,Banka CREDITAS a.s.,0,0.0
505,38,Equa bank a.s.,0,5.0
506,38,Equa bank a.s.,1,0.0
507,38,"Fio banka, a.s.",0,4.0
508,38,"Fio banka, a.s.",1,0.0
509,38,"Komerční banka, a.s.",0,10.0
510,38,"Komerční banka, a.s.",1,0.0
511,38,"MONETA Money Bank, a.s.",0,12.0
512,38,"MONETA Money Bank, a.s.",1,0.0
513,38,Raiffeisenbank a.s.,0,6.0
514,38,Raiffeisenbank a.s.,1,0.0
515,38,"Sberbank CZ, a.s.",0,0.0
516,38,"UniCredit Bank Czech Republic and Slovakia, a.s.",0,1.0
517,38,"UniCredit Bank Czech Republic and Slovakia, a.s.",1,0.0
518,38,Waldviertler Sparkasse Bank AG,0,0.0
519,38,"mBank S.A., organizační složka",0,4.0
520,38,"mBank S.A., organizační složka",1,0.0
521,38,"Československá obchodní banka, a.s.",0,13.0
522,38,"Československá obchodní banka, a.s.",1,0.0
523,38,"Česká spořitelna, a.s.",0,18.0
524,38,"Česká spořitelna, a.s.",1,1.0
525,39,Air Bank a.s.,0,6.0
526,39,Air Bank a.s.,1,1.0
527,39,"BNP Paribas Personal Finance SA, odštěpný závod",0,0.0
528,39,"BNP Paribas Personal Finance SA, odštěpný závod",1,0.0
529,39,Banka CREDITAS a.s.,0,1.0
530,39,Equa bank a.s.,0,6.0
531,39,Equa bank a.s.,1,0.0
532,39,"Fio banka, a.s.",0,1.0
533,39,"Fio banka, a.s.",1,0.0
534,39,"Komerční banka, a.s.",0,9.0
535,39,"Komerční banka, a.s.",1,0.0
536,39,"MONETA Money Bank, a.s.",0,14.0
537,39,"MONETA Money Bank, a.s.",1,0.0
538,39,Raiffeisenbank a.s.,0,2.0
539,39,Raiffeisenbank a.s.,1,1.0
